Player,Squad,Comp,PrimaryPos,SecondaryPos,Group,Style,Gls,Ast,Min,MP,Gls_p90,npxG_p90,Sh_p90,SoT%,G/Sh,xAG_p90,SCA90,PrgC_p90,Succ%,Att Pen_p90,CrsPA_p90,PrgR_p90,PrgP_p90,Cmp%,KP_p90,Tkl_p90,Int_p90,Tkl+Int_p90,TotDist_p90,1/3_p90,Clr_p90,Blocks_p90,Att 3rd_p90,Tkl%,Won%,GA,Saves,CS,Save%,PSxG+/-,Stp%,#OPA/90,AvgDist,Launch%,AvgLen,CS%
Oumar Diakité,Reims,fr Ligue 1,FW,,attack,Target Forward,4.0,1.0,1628,26,0.2211302211302211,0.2598280098280098,1.4373464373464373,34.6,0.15,0.0608108108108108,2.16,1.3267813267813269,35.1,3.151105651105651,0.1105651105651105,5.141277641277641,,,,,,,,,,,,,,,,,,,,,,,,
Assane Diao,Como,it Serie A,FW,MF,attack,Target Forward,8.0,1.0,1252,15,0.5750798722044728,0.2875399361022364,2.0127795527156547,46.4,0.29,0.0287539936102236,2.23,3.594249201277955,26.4,4.169329073482428,0.0,8.338658146964855,,,,,,,,,,,,,,,,,,,,,,,,
Brahim Díaz,Real Madrid,es La Liga,FW,MF,attack,Target Forward,4.0,2.0,1385,31,0.259927797833935,0.3444043321299639,1.819494584837545,53.6,0.14,0.2144404332129963,3.64,2.5342960288808665,51.1,4.288808664259928,0.0,7.148014440433213,,,,,,,,,,,,,,,,,,,,,,,,
Luis Díaz,Liverpool,eng Premier League,FW,,attack,Elite Dual-Threat Forward,13.0,5.0,2399,36,0.4877032096706961,0.4501875781575656,2.663609837432264,42.3,0.18,0.1875781575656523,4.39,4.051688203418091,45.7,6.265110462692789,0.2250937890787828,10.992080033347229,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Dibling,Southampton,eng Premier League,FW,MF,attack,Squad Forward,2.0,0.0,1874,33,0.096051227321238,0.1200640341515475,1.344717182497332,32.1,0.07,0.0720384204909285,2.69,3.3137673425827106,40.9,1.969050160085379,0.048025613660619,4.610458911419424,,,,,,,,,,,,,,,,,,,,,,,,
Diego,Leganés,es La Liga,FW,,attack,Target Forward,3.0,0.0,1195,28,0.2259414225941422,0.2861924686192468,2.1841004184100417,31.0,0.1,0.0150627615062761,0.9,0.6778242677824268,40.0,3.3138075313807533,0.0753138075313807,3.6903765690376567,,,,,,,,,,,,,,,,,,,,,,,,
Ritsu Doan,Freiburg,de Bundesliga,FW,MF,attack,Squad Forward,10.0,7.0,2862,34,0.3144654088050314,0.2075471698113207,1.918238993710692,34.4,0.16,0.1163522012578616,3.49,2.0125786163522013,44.1,3.39622641509434,0.4716981132075472,5.59748427672956,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Doku,Manchester City,eng Premier League,FW,MF,attack,Elite Dual-Threat Forward,3.0,6.0,1516,29,0.1781002638522427,0.0771767810026385,1.7216358839050132,31.0,0.1,0.2849604221635883,4.69,12.645118733509236,53.2,9.558047493403691,0.3562005277044855,16.978891820580476,,,,,,,,,,,,,,,,,,,,,,,,
Benjamín Domínguez,Bologna,it Serie A,FW,,attack,Target Forward,3.0,2.0,1281,24,0.2107728337236534,0.1545667447306792,2.107728337236534,56.7,0.1,0.0562060889929742,2.88,3.5128805620608903,37.8,3.8641686182669774,0.0702576112412178,8.641686182669789,,,,,,,,,,,,,,,,,,,,,,,,
Désiré Doué,Paris S-G,fr Ligue 1,FW,MF,attack,Elite Dual-Threat Forward,6.0,6.0,1730,31,0.3121387283236994,0.2653179190751445,2.8612716763005777,36.4,0.11,0.4057803468208092,5.66,5.046242774566474,44.2,6.398843930635839,0.8323699421965318,12.06936416184971,,,,,,,,,,,,,,,,,,,,,,,,
Artem Dovbyk,Roma,it Serie A,FW,,attack,Target Forward,12.0,2.0,2418,32,0.4466501240694789,0.3833746898263028,2.270471464019851,41.0,0.16,0.0893300248138957,1.94,0.8933002481389578,38.9,5.397022332506203,0.0,6.513647642679901,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Ducksch,Werder Bremen,de Bundesliga,FW,,attack,All-Around Forward,8.0,8.0,2418,32,0.2977667493796526,0.3163771712158809,2.60545905707196,38.6,0.1,0.3163771712158809,3.83,0.967741935483871,36.8,4.317617866004963,0.2977667493796526,6.178660049627792,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Durán,Celta Vigo,es La Liga,FW,MF,attack,Target Forward,4.0,4.0,1394,27,0.2582496413199426,0.2324246771879483,1.6786226685796268,34.6,0.15,0.1807747489239598,1.94,1.5494978479196555,28.6,4.131994261119082,0.1936872309899569,8.005738880918221,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Duro,Valencia,es La Liga,FW,,attack,Target Forward,11.0,2.0,2166,31,0.4570637119113573,0.3573407202216066,1.994459833795014,33.3,0.21,0.0540166204986149,1.2,0.5401662049861495,35.0,3.739612188365651,0.0,3.656509695290859,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Dybala,Roma,it Serie A,FW,MF,attack,All-Around Forward,6.0,3.0,1417,24,0.3810868031051517,0.2540578687367678,2.985179957657022,31.9,0.06,0.3175723359209598,5.34,2.60409315455187,25.6,4.763585038814397,0.3175723359209598,7.748764996471419,,,,,,,,,,,,,,,,,,,,,,,,
Johannes Eggestein,St. Pauli,de Bundesliga,FW,,attack,Squad Forward,3.0,4.0,1853,27,0.1457096600107933,0.1505666486778197,1.651376146788991,29.4,0.06,0.1019967620075553,2.09,1.214247166756611,41.2,3.788451160280626,0.0971397733405288,6.7026443604964925,,,,,,,,,,,,,,,,,,,,,,,,
Chidera Ejuke,Sevilla,es La Liga,FW,,attack,All-Around Forward,2.0,1.0,966,25,0.1863354037267081,0.1024844720496894,1.8633540372670807,40.0,0.1,0.1770186335403726,4.19,6.987577639751552,55.3,4.006211180124224,0.4658385093167702,9.409937888198758,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Ekitike,Eint Frankfurt,de Bundesliga,FW,,attack,Poacher,15.0,8.0,2563,33,0.5267264923917284,0.6777214202106906,4.003121342177136,38.6,0.12,0.2387826765509169,3.55,3.265704252828716,43.7,6.882559500585251,0.1404603979711275,7.5497463909481075,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Elanga,Nott'ham Forest,eng Premier League,FW,MF,attack,All-Around Forward,6.0,11.0,2501,38,0.2159136345461815,0.1619352259096361,1.5833666533386646,54.5,0.14,0.2051179528188724,3.67,3.670531787285086,30.1,3.958416633346661,0.2878848460615754,8.240703718512595,,,,,,,,,,,,,,,,,,,,,,,,
Elif Elmas,Torino,it Serie A,FW,MF,attack,Target Forward,4.0,0.0,1021,13,0.3525954946131244,0.1234084231145935,1.6748285994123409,47.4,0.21,0.0352595494613124,2.56,3.702252693437806,34.2,3.3496571988246817,0.4407443682664055,5.112634671890303,,,,,,,,,,,,,,,,,,,,,,,,
Adri Embarba,Rayo Vallecano,es La Liga,FW,MF,attack,Squad Forward,1.0,1.0,1607,35,0.0560049782202862,0.1176104542626011,2.072184194150591,32.4,0.03,0.1512134411947728,2.58,2.632233976353453,35.7,2.464219041692595,0.5600497822028625,6.384567517112632,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,Monaco,fr Ligue 1,FW,MF,attack,Target Forward,6.0,4.0,1841,29,0.2933188484519283,0.527973927213471,2.4932102118413906,35.3,0.12,0.2737642585551331,2.64,1.075502444323737,33.3,5.915263443780554,0.0,6.844106463878327,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel Emegha,Strasbourg,fr Ligue 1,FW,,attack,Poacher,14.0,3.0,2293,27,0.5494984736153511,0.6672481465329263,2.3942433493240296,57.4,0.23,0.0941997383340601,1.26,1.4522459659834277,25.0,3.885739206279984,0.0,4.081988661142608,,,,,,,,,,,,,,,,,,,,,,,,
Sebastiano Esposito,Empoli,it Serie A,FW,MF,attack,Squad Forward,8.0,0.0,2331,33,0.3088803088803089,0.1621621621621621,2.277992277992278,32.2,0.12,0.081081081081081,3.05,1.196911196911197,43.3,3.667953667953668,0.193050193050193,4.0926640926640925,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Essende,Augsburg,de Bundesliga,FW,,attack,Target Forward,7.0,2.0,1636,30,0.3850855745721271,0.2310513447432763,2.4205378973105134,29.5,0.16,0.0715158924205379,1.48,1.815403422982885,26.9,5.116136919315403,0.1100244498777506,6.491442542787286,,,,,,,,,,,,,,,,,,,,,,,,
Evanilson,Bournemouth,eng Premier League,FW,,attack,Target Forward,10.0,1.0,2319,31,0.3880983182406209,0.4540750323415265,2.794307891332471,43.1,0.14,0.0737386804657179,2.37,1.125485122897801,33.3,4.928848641655886,0.0,3.842173350582148,,,,,,,,,,,,,,,,,,,,,,,,
Abde Ezzalzouli,Betis,es La Liga,FW,MF,attack,All-Around Forward,2.0,2.0,1984,32,0.0907258064516129,0.3266129032258064,2.767137096774193,41.0,0.03,0.0907258064516129,2.99,5.307459677419355,44.7,6.849798387096774,0.0907258064516129,9.753024193548388,,,,,,,,,,,,,,,,,,,,,,,,
Alieu Fadera,Como,it Serie A,FW,DF,attack,Squad Forward,1.0,3.0,1644,28,0.0547445255474452,0.0930656934306569,1.532846715328467,32.1,0.04,0.218978102189781,2.95,4.051094890510949,38.2,3.284671532846715,0.2737226277372263,8.75912408759124,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Férnandez,Espanyol,es La Liga,FW,,attack,Target Forward,6.0,0.0,1497,19,0.3607214428857715,0.2164328657314629,1.2625250501002003,42.9,0.29,0.0360721442885771,1.68,0.4208416833667334,40.7,2.224448897795591,0.0,3.0060120240480965,,,,,,,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,Lille,fr Ligue 1,FW,MF,attack,Target Forward,4.0,2.0,1065,22,0.3380281690140845,0.2450704225352112,1.943661971830986,52.2,0.17,0.2366197183098591,2.54,3.887323943661972,40.0,4.309859154929577,0.0,7.183098591549296,,,,,,,,,,,,,,,,,,,,,,,,
Malick Fofana,Lyon,fr Ligue 1,FW,,attack,All-Around Forward,5.0,4.0,1589,29,0.2831969792322215,0.2152297042164883,1.7558212712397736,48.4,0.16,0.2095657646318439,3.12,6.343612334801763,40.7,5.380742605412209,0.7363121460037759,11.611076148521082,,,,,,,,,,,,,,,,,,,,,,,,
Jorge de Frutos,Rayo Vallecano,es La Liga,FW,MF,attack,Squad Forward,6.0,3.0,2495,36,0.2164328657314629,0.227254509018036,1.875751503006012,34.6,0.12,0.1226452905811623,2.24,2.7775551102204408,30.8,3.859719438877755,0.468937875751503,7.250501002004008,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Fuster,Las Palmas,es La Liga,FW,MF,attack,Squad Forward,2.0,1.0,1003,28,0.1794616151545363,0.0628115653040877,1.6151545363908275,38.9,0.11,0.1615154536390827,5.02,2.0638085742771684,29.4,2.0638085742771684,0.448654037886341,6.729810568295116,,,,,,,,,,,,,,,,,,,,,,,,
Cody Gakpo,Liverpool,eng Premier League,FW,,attack,All-Around Forward,10.0,4.0,1935,35,0.4651162790697674,0.3302325581395349,2.6511627906976742,38.6,0.18,0.2046511627906977,3.72,2.744186046511628,50.8,5.116279069767442,0.3720930232558139,12.930232558139537,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro García,Rayo Vallecano,es La Liga,FW,MF,attack,All-Around Forward,4.0,5.0,2559,36,0.1406799531066823,0.2672919109026964,2.4970691676436108,36.6,0.06,0.1758499413833528,3.66,2.3915592028135992,37.0,4.466588511137163,0.6330597889800704,8.61664712778429,,,,,,,,,,,,,,,,,,,,,,,,
Rubén García,Osasuna,es La Liga,FW,MF,attack,Squad Forward,5.0,5.0,2413,36,0.1864898466639038,0.1193535018648984,1.0070451719850808,37.0,0.19,0.1342726895980107,3.88,1.3800248653128884,33.3,2.387070037297969,0.5967675093244923,5.85578118524658,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Gil,Girona,es La Liga,FW,MF,attack,All-Around Forward,3.0,3.0,1721,25,0.1568855316676351,0.1202789076118535,1.673445671121441,46.9,0.09,0.1516560139453805,2.93,3.974433468913422,39.4,4.288204532248693,0.3660662405578152,10.981987216734456,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Gittens,Dortmund,de Bundesliga,FW,MF,attack,All-Around Forward,8.0,3.0,1776,32,0.4054054054054054,0.1824324324324324,2.635135135135135,46.2,0.15,0.1266891891891891,3.7,5.726351351351352,45.0,5.574324324324325,0.2027027027027027,9.121621621621625,,,,,,,,,,,,,,,,,,,,,,,,
Serge Gnabry,Bayern Munich,de Bundesliga,FW,MF,attack,Elite Dual-Threat Forward,7.0,5.0,1242,27,0.5072463768115942,0.4927536231884057,3.4782608695652173,35.4,0.15,0.3695652173913042,4.06,3.188405797101449,45.0,6.956521739130435,0.144927536231884,10.797101449275363,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás González,Juventus,it Serie A,FW,MF,attack,Target Forward,3.0,2.0,1750,26,0.1542857142857142,0.2108571428571428,2.314285714285714,46.7,0.07,0.0565714285714285,2.42,1.8,32.1,3.342857142857143,0.0514285714285714,6.325714285714286,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gordon,Newcastle Utd,eng Premier League,FW,MF,attack,All-Around Forward,6.0,5.0,2434,34,0.2218570254724733,0.2403451109285127,2.107641741988496,28.1,0.09,0.1848808545603944,3.74,4.474116680361545,36.9,4.732949876746097,0.628594905505341,7.9129005751848815,,,,,,,,,,,,,,,,,,,,,,,,
Amine Gouiri,Marseille,fr Ligue 1,FW,MF,attack,Poacher,10.0,3.0,1048,14,0.8587786259541985,0.7213740458015268,4.379770992366412,47.1,0.2,0.3091603053435114,4.81,1.4599236641221374,45.5,7.041984732824428,0.0,8.330152671755725,,,,,,,,,,,,,,,,,,,,,,,,
Mason Greenwood,Marseille,fr Ligue 1,FW,MF,attack,All-Around Forward,21.0,5.0,2804,34,0.6740370898716119,0.2920827389443652,3.562767475035664,40.5,0.13,0.1829529243937232,3.95,4.044222539229672,41.9,4.846647646219687,0.4493580599144079,9.468616262482168,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Griezmann,Atlético Madrid,es La Liga,FW,MF,attack,Squad Forward,8.0,7.0,2469,38,0.2916160388821385,0.2150668286755771,1.749696233292831,35.4,0.15,0.2588092345078979,3.39,1.6767922235722963,42.9,3.3900364520048605,0.4009720534629404,6.452004860267315,,,,,,,,,,,,,,,,,,,,,,,,
Vincenzo Grifo,Freiburg,de Bundesliga,FW,MF,attack,All-Around Forward,8.0,11.0,2432,34,0.2960526315789473,0.2072368421052631,2.3314144736842106,41.3,0.13,0.2553453947368421,4.48,2.1463815789473686,55.6,2.627467105263158,0.3700657894736842,5.4399671052631575,,,,,,,,,,,,,,,,,,,,,,,,
Marco Grüll,Werder Bremen,de Bundesliga,FW,MF,attack,Target Forward,6.0,1.0,1181,30,0.4572396274343776,0.304826418289585,1.9051651143099069,40.0,0.24,0.1371718882303133,3.13,1.8289585097375105,33.3,4.038950042337002,0.2286198137171888,7.087214225232853,,,,,,,,,,,,,,,,,,,,,,,,
Evann Guessand,Nice,fr Ligue 1,FW,MF,attack,Target Forward,12.0,8.0,2565,33,0.4210526315789474,0.3228070175438596,2.210526315789474,42.9,0.19,0.1894736842105263,3.19,3.052631578947368,47.6,4.701754385964913,0.1403508771929824,5.684210526315789,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Guilavogui,St. Pauli,de Bundesliga,FW,MF,attack,Target Forward,6.0,2.0,1807,25,0.2988378527946873,0.3536247924737133,2.042058660763697,36.6,0.15,0.0946319867183176,2.59,2.091864969562811,43.8,5.130049806308799,0.1494189263973436,6.723851687880465,,,,,,,,,,,,,,,,,,,,,,,,
Serhou Guirassy,Dortmund,de Bundesliga,FW,,attack,Poacher,21.0,4.0,2598,30,0.7274826789838338,0.6789838337182449,2.9792147806004623,38.4,0.21,0.1351039260969976,1.84,0.8660508083140878,28.2,5.542725173210162,0.0,4.434180138568129,,,,,,,,,,,,,,,,,,,,,,,,
Gorka Guruzeta,Athletic Club,es La Liga,FW,,attack,Target Forward,7.0,2.0,1840,36,0.3423913043478261,0.3228260869565217,2.885869565217392,32.2,0.12,0.0733695652173913,1.42,0.391304347826087,55.0,3.815217391304348,0.0,3.130434782608696,,,,,,,,,,,,,,,,,,,,,,,,
Albert Guðmundsson,Fiorentina,it Serie A,FW,MF,attack,Target Forward,6.0,1.0,1273,24,0.4241948153967007,0.2050274941084053,1.767478397486253,52.0,0.16,0.1272584446190102,2.76,2.474469756480754,55.6,2.262372348782404,0.0,4.171249018067557,,,,,,,,,,,,,,,,,,,,,,,,
Erling Haaland,Manchester City,eng Premier League,FW,,attack,Poacher,22.0,3.0,2736,31,0.7236842105263157,0.618421052631579,3.421052631578948,52.9,0.18,0.0986842105263157,2.34,0.7894736842105263,36.1,6.25,0.0328947368421052,4.078947368421052,,,,,,,,,,,,,,,,,,,,,,,,
Robin Hack,Gladbach,de Bundesliga,FW,MF,attack,Squad Forward,4.0,7.0,2172,33,0.1657458563535911,0.223756906077348,2.444751381215469,40.7,0.07,0.149171270718232,3.11,2.113259668508287,39.7,3.480662983425414,0.4972375690607734,5.842541436464089,,,,,,,,,,,,,,,,,,,,,,,,
Phil Harres,Holstein Kiel,de Bundesliga,FW,,attack,Target Forward,8.0,1.0,1544,26,0.466321243523316,0.3439119170984456,2.1567357512953365,45.9,0.22,0.0757772020725388,1.28,0.6994818652849741,20.8,3.555699481865285,0.116580310880829,4.13860103626943,,,,,,,,,,,,,,,,,,,,,,,,
Jack Harrison,Everton,eng Premier League,FW,,attack,Squad Forward,1.0,0.0,2076,34,0.0433526011560693,0.1517341040462427,1.2572254335260116,24.1,0.03,0.1604046242774566,2.47,3.164739884393064,32.0,2.991329479768786,0.4768786127167629,5.505780346820809,,,,,,,,,,,,,,,,,,,,,,,,
Kai Havertz,Arsenal,eng Premier League,FW,MF,attack,Target Forward,9.0,3.0,1875,23,0.4319999999999999,0.4559999999999999,2.544,39.6,0.17,0.1152,2.02,1.6800000000000002,23.7,5.136,0.048,5.424,,,,,,,,,,,,,,,,,,,,,,,,
Son Heung-min,Tottenham,eng Premier League,FW,,attack,All-Around Forward,7.0,9.0,2110,30,0.2985781990521327,0.243127962085308,2.3459715639810423,43.6,0.11,0.3497630331753554,4.99,4.09478672985782,34.9,5.203791469194313,0.2559241706161137,11.303317535545023,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hložek,Hoffenheim,de Bundesliga,FW,MF,attack,Target Forward,8.0,4.0,1871,27,0.3848209513629075,0.2693746659540352,2.838054516301443,40.7,0.14,0.168359166221272,2.74,2.597541421699626,51.6,5.483698556921433,0.1924104756814537,4.906467129877071,,,,,,,,,,,,,,,,,,,,,,,,
Philipp Hofmann,Bochum,de Bundesliga,FW,,attack,Squad Forward,3.0,3.0,2277,32,0.1185770750988142,0.217391304347826,2.134387351778656,35.2,0.06,0.1304347826086956,2.17,0.3162055335968379,50.0,3.952569169960474,0.0,4.426877470355731,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Höler,Freiburg,de Bundesliga,FW,MF,attack,Target Forward,6.0,4.0,1867,31,0.289234065345474,0.3326191751472951,1.6389930369576862,50.0,0.18,0.1397964649169791,2.46,1.0123192287091591,52.9,4.290305302624531,0.048205677557579,5.881092662024638,,,,,,,,,,,,,,,,,,,,,,,,
Benedict Hollerbach,Union Berlin,de Bundesliga,FW,MF,attack,Target Forward,9.0,1.0,2540,34,0.3188976377952756,0.2480314960629921,2.692913385826772,31.6,0.12,0.0566929133858267,2.8,3.649606299212599,36.5,4.889763779527559,0.1062992125984252,7.5826771653543314,,,,,,,,,,,,,,,,,,,,,,,,
Franck Honorat,Gladbach,de Bundesliga,FW,,attack,All-Around Forward,4.0,7.0,1439,19,0.2501737317581654,0.2814454482279361,1.9388464211257816,29.0,0.13,0.3314801945795691,5.19,3.9402362751911046,37.5,3.7526059763724806,1.0632383599722028,7.755385684503127,,,,,,,,,,,,,,,,,,,,,,,,
Mathias Honsak,Heidenheim,de Bundesliga,FW,DF,attack,Squad Forward,5.0,1.0,1181,22,0.3810330228619814,0.2514817950889076,2.209991532599492,34.5,0.17,0.121930567315834,3.13,2.819644369178662,39.1,2.514817950889077,0.6858594411515665,4.419983065198983,,,,,,,,,,,,,,,,,,,,,,,,
Callum Hudson-Odoi,Nott'ham Forest,eng Premier League,FW,MF,attack,All-Around Forward,5.0,2.0,2194,31,0.2051048313582497,0.1025524156791248,1.5177757520510482,45.9,0.14,0.1107566089334548,3.86,5.332725615314494,58.7,3.0355515041020964,0.4512306289881495,7.7529626253418416,,,,,,,,,,,,,,,,,,,,,,,,
Rasmus Højlund,Manchester Utd,eng Premier League,FW,,attack,Target Forward,4.0,0.0,2004,32,0.1796407185628742,0.2380239520958084,1.4371257485029938,40.6,0.13,0.0808383233532934,1.53,1.2574850299401197,27.3,3.3233532934131733,0.0449101796407185,4.535928143712575,,,,,,,,,,,,,,,,,,,,,,,,
Borja Iglesias,Celta Vigo,es La Liga,FW,,attack,Target Forward,11.0,3.0,1952,37,0.507172131147541,0.4287909836065574,2.1209016393442623,60.9,0.24,0.1475409836065573,1.66,1.014344262295082,34.4,3.826844262295082,0.0,4.979508196721311,,,,,,,,,,,,,,,,,,,,,,,,
Andrej Ilic,Union Berlin,de Bundesliga,FW,,attack,Target Forward,7.0,0.0,937,16,0.6723585912486659,0.3938100320170757,2.5933831376734258,40.7,0.22,0.0288153681963713,1.44,0.48025613660619,14.3,4.32230522945571,0.0,5.667022411953042,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Isak,Newcastle Utd,eng Premier League,FW,,attack,Poacher,23.0,6.0,2756,34,0.751088534107402,0.5616835994194485,3.102322206095791,43.2,0.2,0.1404208998548621,3.01,2.71044992743106,46.2,6.17198838896952,0.0326560232220609,7.086357039187228,,,,,,,,,,,,,,,,,,,,,,,,
Gustav Isaksen,Lazio,it Serie A,FW,,attack,All-Around Forward,4.0,2.0,2210,37,0.1628959276018099,0.2117647058823529,2.1990950226244346,44.4,0.07,0.0855203619909502,3.79,3.8687782805429856,41.9,4.886877828054299,0.4072398190045249,10.14027149321267,,,,,,,,,,,,,,,,,,,,,,,,
Junya Ito,Reims,fr Ligue 1,FW,MF,attack,All-Around Forward,4.0,3.0,2690,33,0.1338289962825278,0.153903345724907,1.037174721189591,35.5,0.13,0.2375464684014869,4.32,3.345724907063197,42.7,2.7769516728624537,0.9368029739776952,8.565055762081784,,,,,,,,,,,,,,,,,,,,,,,,
Alex Iwobi,Fulham,eng Premier League,FW,MF,attack,All-Around Forward,9.0,6.0,2981,38,0.2717208990271721,0.1418986917141898,2.0530023482053004,42.6,0.13,0.2113384770211338,3.68,4.347534384434754,49.5,3.5021804763502185,0.5736330090573634,7.427037906742703,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Jackson,Chelsea,eng Premier League,FW,,attack,Poacher,10.0,5.0,2220,30,0.4054054054054054,0.4986486486486487,3.0810810810810807,44.7,0.13,0.1743243243243243,2.8,1.9054054054054053,29.5,5.716216216216217,0.0405405405405405,5.22972972972973,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Jiménez,Fulham,eng Premier League,FW,,attack,Target Forward,12.0,3.0,2494,38,0.4330392943063352,0.3464314354450681,3.356054530874098,32.3,0.1,0.1190858059342421,2.38,1.2630312750601442,42.0,5.954290296712109,0.1082598235765838,4.510825982357658,,,,,,,,,,,,,,,,,,,,,,,,
João Pedro,Brighton,eng Premier League,FW,MF,attack,All-Around Forward,10.0,6.0,1948,27,0.462012320328542,0.231006160164271,1.9404517453798769,35.7,0.12,0.231006160164271,3.32,3.049281314168378,33.7,5.636550308008213,0.231006160164271,5.913757700205339,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Johnson,Tottenham,eng Premier League,FW,,attack,Target Forward,11.0,3.0,2177,33,0.4547542489664676,0.4299494717501149,2.2324299494717503,37.0,0.2,0.0950849793293523,1.9,2.4804777216352782,43.2,5.167661920073496,0.2480477721635277,8.144235186035829,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Jota,Liverpool,eng Premier League,FW,,attack,Poacher,6.0,3.0,1196,26,0.451505016722408,0.5944816053511707,3.837792642140468,25.5,0.12,0.1354515050167224,2.79,2.784280936454849,33.3,7.29933110367893,0.0752508361204013,6.622073578595319,,,,,,,,,,,,,,,,,,,,,,,,
Vinicius Júnior,Real Madrid,es La Liga,FW,,attack,Elite Dual-Threat Forward,11.0,8.0,2253,30,0.4394141145139814,0.3275632490013315,3.1158455392809583,30.8,0.12,0.3195739014647137,5.39,6.750998668442078,42.9,7.949400798934753,0.2396804260985353,10.22636484687084,,,,,,,,,,,,,,,,,,,,,,,,
Arnaud Kalimuendo,Rennes,fr Ligue 1,FW,MF,attack,Target Forward,17.0,3.0,2578,33,0.5934833204034136,0.3107059736229636,2.3739332816136542,42.6,0.18,0.0698215671062839,1.71,1.7455391776570983,33.9,4.398758727695888,0.0349107835531419,5.830100853374709,,,,,,,,,,,,,,,,,,,,,,,,
Harry Kane,Bayern Munich,de Bundesliga,FW,,attack,Poacher,26.0,9.0,2381,31,0.9827803443931122,0.502729945401092,3.968920621587568,42.9,0.16,0.2003359932801344,3.36,1.0961780764384712,43.4,6.123477530449391,0.0755984880302394,5.405291894162117,,,,,,,,,,,,,,,,,,,,,,,,
Lee Kang-in,Paris S-G,fr Ligue 1,FW,MF,attack,All-Around Forward,6.0,6.0,1663,30,0.3247143716175587,0.1894167167769092,2.2188815393866506,34.1,0.15,0.3030667468430547,5.26,2.705953096812989,56.9,3.680096211665665,0.3788334335538184,7.468430547203849,,,,,,,,,,,,,,,,,,,,,,,,
Moise Kean,Fiorentina,it Serie A,FW,,attack,Poacher,17.0,3.0,2615,31,0.5850860420650096,0.6160611854684512,3.372848948374761,45.9,0.16,0.0653919694072657,1.9,1.4455066921606117,43.6,4.54302103250478,0.034416826003824,4.921606118546845,,,,,,,,,,,,,,,,,,,,,,,,
Wahbi Khazri,Montpellier,fr Ligue 1,FW,MF,attack,Squad Forward,1.0,1.0,1118,30,0.0805008944543828,0.1851520572450805,2.898032200357782,16.7,0.03,0.1771019677996422,3.27,1.932021466905188,26.9,2.737030411449016,0.4025044722719141,4.26654740608229,,,,,,,,,,,,,,,,,,,,,,,,
Kiké,Alavés,es La Liga,FW,,attack,Target Forward,13.0,0.0,2542,35,0.4602675059008655,0.2549173878835563,2.1243115656963023,40.0,0.17,0.0318646734854445,1.35,0.8851298190401259,37.1,4.248623131392605,0.035405192761605,5.594020456333595,,,,,,,,,,,,,,,,,,,,,,,,
Joshua King,Toulouse,fr Ligue 1,FW,MF,attack,Target Forward,6.0,3.0,1673,28,0.3227734608487747,0.3550508069336521,2.6897788404064555,40.0,0.12,0.1075911536162582,1.67,2.098027495517035,54.7,5.056784219964136,0.0537955768081291,5.809922295277944,,,,,,,,,,,,,,,,,,,,,,,,
Tim Kleindienst,Gladbach,de Bundesliga,FW,,attack,Target Forward,16.0,7.0,2737,31,0.526123492875411,0.391304347826087,2.400438436244063,49.3,0.21,0.2038728534892218,2.24,1.4797223237120936,37.8,4.504932407745707,0.0328827183047131,4.7679941541834125,,,,,,,,,,,,,,,,,,,,,,,,
Randal Kolo Muani,Juventus,it Serie A,FW,,attack,Target Forward,8.0,1.0,1160,16,0.6206896551724138,0.3025862068965517,1.9396551724137927,52.0,0.28,0.1241379310344827,2.09,1.6293103448275863,40.9,5.508620689655173,0.0,7.758620689655173,,,,,,,,,,,,,,,,,,,,,,,,
